Rk,Player,Cmp,Att,Tgt,TD,Fmb,Off%,Day,G#,Week,Date,Age,Team,,Opp,Result,Cmp,Att,Inc,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,AY/A,ANY/A,Y/C,Succ%,Att,Yds,Y/A,TD,1D,Succ%,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,1D,Succ%,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Fmb,FR,Yds,FRTD,FF,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
74,Mo Alie-Cox,0,0,2,0,0,54.3,Sun,1,1,2022-09-11,28-357,IND,@,HOU,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,26,13.0,0,100.0,13.0,2,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,54.3,0,0.0,5,15.6,TE,AlieMo00
75,Brandin Cooks,0,0,12,0,0,91.4,Sun,1,1,2022-09-11,28-351,HOU,,IND,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,12,7,82,11.7,0,58.3,6.8,4,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,64,91.4,0,0.0,0,0.0,WR,CookBr00
76,Marcus Mariota,20,12,0,1,2,100.0,Sun,1,1,2022-09-11,28-316,ATL,,NOR,L 26-27,20,33,13,60.6,215,0,0,0,0.0,0.0,79.7,0,0,0.00,6.5,6.52,6.52,10.8,48.5,12,72,6.0,1,3,75.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,2,1,0,0,0,75,100.0,0,0.0,0,0.0,QB,MariMa01
77,Kenny Golladay,0,0,2,0,0,76.7,Sun,1,1,2022-09-11,28-312,NYG,@,TEN,W 21-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,22,11.0,0,100.0,11.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,76.7,0,0.0,0,0.0,WR,GollKe00
78,Byron Pringle,0,0,2,0,0,17.2,Sun,1,1,2022-09-11,28-298,CHI,,SFO,W 19-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,22,22.0,0,50.0,11.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,10,17.2,0,0.0,0,0.0,WR,PrinBy00
79,Cody Hollister,0,0,1,0,0,12.3,Sun,1,1,2022-09-11,28-297,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,22,22.0,0,100.0,22.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,12.3,0,0.0,12,42.9,WR,HollCo00
80,Cooper Rush,7,0,0,0,0,23.2,Sun,1,1,2022-09-11,28-294,DAL,,TAM,L 3-19,7,13,6,53.8,64,0,0,0,0.0,0.0,67.5,2,12,13.33,4.9,4.92,3.47,9.1,20.0,0,0,,0,0,,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,23.2,0,0.0,0,0.0,QB,RushCo00
81,Stefon Diggs,0,0,9,1,0,64.4,Thu,1,1,2022-09-08,28-283,BUF,@,LAR,W 31-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,8,122,15.3,1,88.9,13.6,5,77.8,1,0,0,,0,0,,0,0,6,0,0,0,0,0,38,64.4,0,0.0,0,0.0,WR,DiggSt00
82,Derrick Henry,0,21,1,0,1,67.7,Sun,1,1,2022-09-11,28-250,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,82,3.9,0,1,47.6,1,0,0,,0,0.0,0.0,0,0.0,0,0,0,,0,0,,0,0,0,1,1,0,0,0,44,67.7,0,0.0,0,0.0,RB,HenrDe00
83,Jameis Winston,23,2,0,0,0,100.0,Sun,1,1,2022-09-11,28-248,NOR,@,ATL,W 27-26,23,34,11,67.6,269,2,0,0,5.9,0.0,111.0,4,35,10.53,7.9,9.09,7.21,11.7,47.4,2,9,4.5,0,0,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0,QB,WinsJa00
84,Kenyan Drake,0,11,1,0,0,58.9,Sun,1,1,2022-09-11,28-228,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,11,31,2.8,0,1,36.4,1,1,15,15.0,0,100.0,15.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,33,58.9,0,0.0,0,0.0,RB,DrakKe00
85,Jonathan Williams,0,0,0,0,0,1.3,Sun,1,1,2022-09-11,28-221,WAS,,JAX,W 28-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1,1.3,0,0.0,12,50.0,RB,WillJo07
86,Justin Hardee,0,0,0,0,0,0.0,Sun,1,1,2022-09-11,28-216,NYJ,,BAL,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,22,81.5,WR,HardJu01
87,Tyreek Hill,0,1,12,0,1,66.7,Sun,1,1,2022-09-11,28-194,MIA,,NWE,W 20-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,0,100.0,12,8,94,11.8,0,66.7,7.8,5,58.3,0,0,0,,0,0,,0,0,0,1,0,0,0,0,40,66.7,0,0.0,0,0.0,WR,HillTy00
88,Eric Saubert,0,0,1,0,0,27.3,Mon,1,1,2022-09-12,28-134,DEN,@,SEA,L 16-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,18,27.3,0,0.0,14,73.7,TE,SaubEr00
89,Trent Taylor,0,0,0,0,0,14.0,Sun,1,1,2022-09-11,28-134,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,14,14.0,0,0.0,8,25.0,WR,TaylTr02
90,Robert Tonyan,0,0,5,0,0,36.1,Sun,1,1,2022-09-11,28-134,GNB,@,MIN,L 7-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,5,3,36,12.0,0,60.0,7.2,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,22,36.1,0,0.0,0,0.0,TE,TonyRo00
91,Pharaoh Brown,0,0,1,0,0,65.7,Sun,1,1,2022-09-11,28-130,HOU,,IND,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,17,17.0,0,100.0,17.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,46,65.7,0,0.0,4,12.5,TE,BrowPh01
92,Patrick Ricard,0,0,1,0,0,64.3,Sun,1,1,2022-09-11,28-107,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,7,7.0,0,100.0,7.0,,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,36,64.3,0,0.0,2,7.4,FB,RicaPa00
93,Amari Cooper,0,0,6,0,0,82.5,Sun,1,1,2022-09-11,28-086,CLE,@,CAR,W 26-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,6,3,17,5.7,0,50.0,2.8,,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,66,82.5,0,0.0,0,0.0,WR,CoopAm00
94,Gerald Everett,0,0,4,1,0,65.7,Sun,1,1,2022-09-11,28-078,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,54,18.0,1,75.0,13.5,2,75.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,44,65.7,0,0.0,0,0.0,TE,EverGe00
95,Trenton Cannon,0,0,0,0,0,0.0,Sun,1,1,2022-09-11,28-050,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,0,0,0,,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,0.0,21,75.0,RB,CannTr00
96,Kalif Raymond,0,0,2,0,0,11.6,Sun,1,1,2022-09-11,28-034,DET,,PHI,L 35-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,11.6,0,0.0,3,9.7,WR,RaymKa00
97,Mike Thomas,0,0,5,0,0,69.0,Sun,1,1,2022-09-11,28-026,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,5,1,5,5.0,0,20.0,1.0,,0.0,0,0,0,,0,0,,1,0,2,0,0,0,0,0,69,69.0,0,0.0,6,18.8,WR,ThomMi04
98,Mitchell Trubisky,21,3,0,0,0,100.0,Sun,1,1,2022-09-11,28-022,PIT,@,CIN,W 23-20 (OT),21,38,17,55.3,194,1,0,0,2.6,0.0,78.2,1,2,2.56,5.1,5.63,5.44,9.2,33.3,3,9,3.0,0,1,33.3,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,63,100.0,0,0.0,0,0.0,QB,TrubMi00
99,Evan Engram,0,0,4,0,0,71.4,Sun,1,1,2022-09-11,28-009,JAX,@,WAS,L 22-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,4,28,7.0,0,100.0,7.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,50,71.4,0,0.0,0,0.0,TE,EngrEv00
100,Demarcus Robinson,0,0,4,0,0,44.6,Sun,1,1,2022-09-11,27-355,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,19,9.5,0,50.0,4.8,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,25,44.6,0,0.0,1,3.7,WR,RobiDe01
101,Mike Williams,0,0,4,0,0,92.5,Sun,1,1,2022-09-11,27-342,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,4,2,10,5.0,0,50.0,2.5,,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,62,92.5,0,0.0,0,0.0,WR,WillMi07
102,Marquez Valdes-Scantling,0,1,4,0,0,72.9,Sun,1,1,2022-09-11,27-336,KAN,@,ARI,W 44-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,-3,-3.0,0,0,0.0,4,4,44,11.0,0,100.0,11.0,3,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,51,72.9,0,0.0,0,0.0,WR,ValdMa00
103,Jared Goff,21,2,0,0,1,100.0,Sun,1,1,2022-09-11,27-332,DET,,PHI,L 35-38,21,37,16,56.8,215,2,1,1,5.4,2.7,80.3,1,10,2.63,5.8,5.68,5.26,10.2,39.5,2,9,4.5,0,1,50.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,1,6,0,0,69,100.0,0,0.0,0,0.0,QB,GoffJa00
104,Austin Hooper,0,0,2,0,0,61.5,Sun,1,1,2022-09-11,27-317,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,6,6.0,0,50.0,3.0,,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,61.5,0,0.0,0,0.0,TE,HoopAu00
105,Tyler Boyd,0,0,7,1,0,80.0,Sun,1,1,2022-09-11,27-300,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,33,8.3,1,57.1,4.7,3,42.9,1,0,0,,0,0,,0,0,6,0,0,0,0,0,80,80.0,0,0.0,0,0.0,WR,BoydTy00
106,O.J. Howard,0,0,2,2,0,17.1,Sun,1,1,2022-09-11,27-296,HOU,,IND,T 20-20 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,2,38,19.0,2,100.0,19.0,2,100.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,12,17.1,0,0.0,0,0.0,TE,HowaO.00
107,Johnny Mundt,0,0,3,0,0,64.5,Sun,1,1,2022-09-11,27-292,MIN,,GNB,W 23-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,17,5.7,0,100.0,5.7,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,64.5,0,0.0,5,21.7,TE,MundJo00
108,Aaron Jones,0,5,5,0,0,60.7,Sun,1,1,2022-09-11,27-283,GNB,@,MIN,L 7-23,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,49,9.8,0,3,60.0,5,3,27,9.0,0,60.0,5.4,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,37,60.7,0,0.0,0,0.0,RB,JoneAa00
109,Hunter Henry,0,0,3,0,0,77.2,Sun,1,1,2022-09-11,27-278,NWE,@,MIA,L 7-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,20,10.0,0,66.7,6.7,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,44,77.2,0,0.0,1,5.3,TE,HenrHu00
110,Jakob Johnson,0,0,1,0,0,13.8,Sun,1,1,2022-09-11,27-270,LVR,@,LAC,L 19-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,1,1.0,0,100.0,1.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,13.8,0,0.0,7,29.2,FB,JohnJa12
111,Zach Pascal,0,0,1,0,0,22.1,Sun,1,1,2022-09-11,27-267,PHI,@,DET,W 38-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,7,7.0,0,100.0,7.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,17,22.1,0,0.0,13,41.9,WR,PascZa00
112,Dallas Goedert,0,0,4,0,0,92.2,Sun,1,1,2022-09-11,27-251,PHI,@,DET,W 38-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,60,20.0,0,75.0,15.0,3,75.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,71,92.2,0,0.0,2,6.5,TE,GoedDa00
113,KhaDarel Hodge,0,0,3,0,0,26.7,Sun,1,1,2022-09-11,27-251,ATL,,NOR,L 26-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,3,38,12.7,0,100.0,12.7,1,66.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,20,26.7,0,0.0,20,62.5,WR,HodgKh00
114,Corey Davis,0,0,10,0,0,67.9,Sun,1,1,2022-09-11,27-243,NYJ,,BAL,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,10,6,77,12.8,0,60.0,7.7,5,60.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,57,67.9,0,0.0,0,0.0,WR,DaviCo03
115,Leonard Fournette,0,21,2,0,0,75.8,Sun,1,1,2022-09-11,27-236,TAM,@,DAL,W 19-3,0,0,0,,0,0,0,0,,,,0,0,,,,,,,21,127,6.0,0,6,57.1,2,2,10,5.0,0,100.0,5.0,0,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,75.8,0,0.0,0,0.0,RB,FourLe00
116,Ross Dwelley,0,0,2,0,0,27.9,Sun,1,1,2022-09-11,27-228,SFO,@,CHI,L 10-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,11,11.0,0,50.0,5.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,19,27.9,0,0.0,19,79.2,TE,DwelRo00
117,Josh Reynolds,0,0,3,0,0,79.7,Sun,1,1,2022-09-11,27-207,DET,,PHI,L 35-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,1,28,28.0,0,33.3,9.3,1,33.3,0,0,0,,0,0,,0,0,0,0,0,0,0,0,55,79.7,0,0.0,0,0.0,WR,ReynJo00
118,Sony Michel,0,7,0,0,0,23.9,Sun,1,1,2022-09-11,27-206,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,7,12,1.7,0,1,28.6,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,23.9,0,0.0,0,0.0,RB,MichSo00
119,Anthony Firkser,0,0,2,0,0,4.0,Sun,1,1,2022-09-11,27-204,ATL,,NOR,L 26-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,2,1,6,6.0,0,50.0,3.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,4.0,0,0.0,0,0.0,FB,FirkAn00
120,Dontrell Hilliard,0,2,4,2,0,18.5,Sun,1,1,2022-09-11,27-197,TEN,,NYG,L 20-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,2,8,4.0,0,0,100.0,4,3,61,20.3,2,75.0,15.3,3,75.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,12,18.5,0,0.0,5,17.9,RB,HillDo00
121,Matt Breida,0,5,0,0,0,21.7,Sun,1,1,2022-09-11,27-195,NYG,@,TEN,W 21-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,5,24,4.8,0,1,60.0,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,13,21.7,0,0.0,19,67.9,RB,BreiMa00
122,Zay Jones,0,0,9,0,0,82.9,Sun,1,1,2022-09-11,27-165,JAX,@,WAS,L 22-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,9,6,65,10.8,0,66.7,7.2,4,55.6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,58,82.9,0,0.0,0,0.0,WR,JoneZa00
123,Jamal Agnew,0,1,1,0,0,10.0,Sun,1,1,2022-09-11,27-161,JAX,@,WAS,L 22-28,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,6,6.0,0,1,100.0,1,1,6,6.0,0,100.0,6.0,0,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,7,10.0,0,0.0,8,33.3,WR,AgneJa00
124,Jamaal Williams,0,11,2,2,0,33.3,Sun,1,1,2022-09-11,27-161,DET,,PHI,L 35-38,0,0,0,,0,0,0,0,,,,0,0,,,,,,,11,28,2.5,2,3,63.6,2,1,2,2.0,0,50.0,1.0,0,0.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,23,33.3,0,0.0,0,0.0,RB,WillJa06
125,Justin Watson,0,0,1,0,0,22.9,Sun,1,1,2022-09-11,27-160,KAN,@,ARI,W 44-21,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,0,0,,0,0.0,0.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,16,22.9,0,0.0,9,33.3,WR,WatsJu01
126,Isaiah McKenzie,0,0,3,1,0,44.1,Thu,1,1,2022-09-08,27-152,BUF,@,LAR,W 31-10,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,3,2,19,9.5,1,66.7,6.3,2,66.7,1,0,0,,0,0,,0,0,6,0,0,0,0,0,26,44.1,0,0.0,2,10.5,WR,McKeIs00
127,Baker Mayfield,16,5,0,1,4,100.0,Sun,1,1,2022-09-11,27-150,CAR,,CLE,L 24-26,16,27,11,59.3,235,1,1,0,3.7,3.7,84.6,4,28,12.90,8.7,7.78,5.87,14.7,35.5,5,6,1.2,1,2,20.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,4,4,2,0,0,53,100.0,0,0.0,0,0.0,QB,MayfBa00
128,Boston Scott,0,4,0,1,0,18.2,Sun,1,1,2022-09-11,27-137,PHI,@,DET,W 38-35,0,0,0,,0,0,0,0,,,,0,0,,,,,,,4,10,2.5,1,1,50.0,0,0,0,,0,,,0,,1,0,0,,0,0,,0,0,6,0,0,0,0,0,14,18.2,0,0.0,7,22.6,RB,ScotBo02
129,James Conner,0,10,6,1,1,72.3,Sun,1,1,2022-09-11,27-129,ARI,,KAN,L 21-44,0,0,0,,0,0,0,0,,,,0,0,,,,,,,10,26,2.6,1,3,50.0,6,5,29,5.8,0,83.3,4.8,3,66.7,1,0,0,,0,0,,0,0,6,1,1,0,0,0,47,72.3,0,0.0,0,0.0,RB,ConnJa00
130,Austin Ekeler,0,14,4,0,0,49.3,Sun,1,1,2022-09-11,27-117,LAC,,LVR,W 24-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,14,36,2.6,0,0,28.6,4,4,36,9.0,0,100.0,9.0,3,75.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,33,49.3,0,0.0,0,0.0,RB,EkelAu00
131,Parker Hesse,0,0,2,0,0,64.0,Sun,1,1,2022-09-11,27-108,ATL,,NOR,L 26-27,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,5,5.0,0,50.0,2.5,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,48,64.0,0,0.0,13,40.6,TE,HessPa00
132,Mike Boone,0,0,1,0,0,4.5,Mon,1,1,2022-09-12,27-074,DEN,@,SEA,L 16-17,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,2,2.0,0,100.0,2.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,4.5,0,0.0,6,31.6,RB,BoonMi00
133,Ezekiel Elliott,0,10,2,0,0,58.0,Sun,1,1,2022-09-11,27-051,DAL,,TAM,L 3-19,0,0,0,,0,0,0,0,,,,0,0,,,,,,,10,52,5.2,0,3,60.0,2,1,-3,-3.0,0,50.0,-1.5,0,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,40,58.0,0,0.0,0,0.0,RB,ElliEz00
134,Alvin Kamara,0,9,4,0,0,62.3,Sun,1,1,2022-09-11,27-048,NOR,@,ATL,W 27-26,0,0,0,,0,0,0,0,,,,0,0,,,,,,,9,39,4.3,0,1,44.4,4,3,7,2.3,0,75.0,1.8,1,25.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,38,62.3,0,0.0,0,0.0,RB,KamaAl00
135,Tyler Conklin,0,0,7,1,1,91.7,Sun,1,1,2022-09-11,27-043,NYJ,,BAL,L 9-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,4,16,4.0,1,57.1,2.3,1,28.6,1,0,0,,0,0,,0,0,6,1,0,0,0,0,77,91.7,0,0.0,3,11.1,TE,ConkTy00
136,Kendrick Bourne,0,0,1,0,0,3.5,Sun,1,1,2022-09-11,27-038,NWE,@,MIA,L 7-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,1,1,41,41.0,0,100.0,41.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,3.5,0,0.0,1,5.3,WR,BourKe00
137,Kareem Hunt,0,11,4,2,0,56.3,Sun,1,1,2022-09-11,27-036,CLE,@,CAR,W 26-24,0,0,0,,0,0,0,0,,,,0,0,,,,,,,11,46,4.2,1,3,45.5,4,4,24,6.0,1,100.0,6.0,2,50.0,2,0,0,,0,0,,0,0,12,0,0,0,0,0,45,56.3,0,0.0,0,0.0,RB,HuntKa00
138,Durham Smythe,0,0,2,0,0,63.3,Sun,1,1,2022-09-11,27-033,MIA,,NWE,W 20-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,2,1,14,14.0,0,50.0,7.0,1,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,38,63.3,0,0.0,14,73.7,TE,SmytDu00
139,Dalvin Cook,0,20,5,0,0,77.4,Sun,1,1,2022-09-11,27-032,MIN,,GNB,W 23-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,20,90,4.5,0,5,55.0,5,3,18,6.0,0,60.0,3.6,1,40.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,48,77.4,0,0.0,0,0.0,RB,CookDa01
140,Jonnu Smith,0,0,4,0,0,68.4,Sun,1,1,2022-09-11,27-020,NWE,@,MIA,L 7-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,3,33,11.0,0,75.0,8.3,2,75.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,39,68.4,0,0.0,4,21.1,TE,SmitJo01
141,Trace McSorley,2,3,0,0,0,12.3,Sun,1,1,2022-09-11,27-019,ARI,,KAN,L 21-44,2,4,2,50.0,12,0,0,0,0.0,0.0,56.2,1,8,20.00,3.0,3.00,0.80,6.0,20.0,3,20,6.7,0,1,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,1,0,0,0,8,12.3,0,0.0,0,0.0,QB,McSoTr00
142,Richie James,0,1,6,0,0,70.0,Sun,1,1,2022-09-11,27-006,NYG,@,TEN,W 21-20,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,2,2.0,0,0,0.0,6,5,59,11.8,0,83.3,9.8,3,50.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,42,70.0,0,0.0,6,21.4,WR,JameRi00
143,Mark Andrews,0,0,7,0,0,83.9,Sun,1,1,2022-09-11,27-005,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,7,5,52,10.4,0,71.4,7.4,3,57.1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,47,83.9,0,0.0,1,3.7,TE,AndrMa00
144,Terry McLaurin,0,0,4,1,0,89.6,Sun,1,1,2022-09-11,26-361,WAS,,JAX,W 28-22,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,0,,4,2,58,29.0,1,50.0,14.5,2,50.0,1,0,0,,0,0,,0,0,6,0,0,0,0,0,69,89.6,0,0.0,0,0.0,WR,McLaTe00
145,Brandon Powell,0,1,1,0,0,4.5,Thu,1,1,2022-09-08,26-361,LAR,,BUF,L 10-31,0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,3,3.0,0,0,0.0,1,1,10,10.0,0,100.0,10.0,1,100.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,3,4.5,0,0.0,11,57.9,WR,PoweBr00
146,Samaje Perine,0,1,5,0,0,26.0,Sun,1,1,2022-09-11,26-360,CIN,,PIT,L 20-23 (OT),0,0,0,,0,0,0,0,,,,0,0,,,,,,,1,4,4.0,0,0,0.0,5,3,33,11.0,0,60.0,6.6,1,40.0,0,0,0,,0,0,,0,0,0,0,1,-5,0,0,26,26.0,0,0.0,21,65.6,RB,PeriSa00
147,Patrick Mahomes,30,3,0,0,1,92.9,Sun,1,1,2022-09-11,26-359,KAN,@,ARI,W 44-21,30,39,9,76.9,360,5,0,0,12.8,0.0,144.2,0,0,0.00,9.2,11.79,11.79,12.0,74.4,3,5,1.7,0,1,66.7,0,0,0,,0,,,0,,0,0,0,,0,0,,0,0,0,1,0,0,0,0,65,92.9,0,0.0,0,0.0,QB,MahoPa00
148,Mike Gesicki,0,0,1,0,0,41.7,Sun,1,1,2022-09-11,26-343,MIA,,NWE,W 20-7,0,0,0,,0,0,0,0,,,,0,0,,,,,,,0,0,,0,,,1,1,1,1.0,0,100.0,1.0,,0.0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,25,41.7,0,0.0,0,0.0,TE,GesiMi00
